Price,Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1155000.0,Wantirna South,127 Fraser Cr,6,h,S,Biggin,9/09/2017,14.7,3152.0,6.0,3.0,3.0,754.0,,,,-37.88153,145.23003,Eastern Metropolitan,7082.0
610000.0,Reservoir,42 Oconnor St,2,h,S,Nelson,28/08/2016,11.2,3073.0,3.0,1.0,2.0,383.0,103.0,1970.0,Darebin,-37.7103,145.0037,Northern Metropolitan,21650.0
1290000.0,Abbotsford,60 Stafford St,3,h,S,Biggin,25/02/2017,2.5,3067.0,3.0,1.0,1.0,168.0,124.0,1950.0,Yarra,-37.8007,144.9958,Northern Metropolitan,4019.0
640000.0,Hadfield,38 Tassell St,2,h,SP,YPA,27/11/2016,12.1,3046.0,2.0,1.0,1.0,612.0,,,Moreland,-37.7109,144.9389,Northern Metropolitan,2606.0
715000.0,Lalor,123 Gillwell Rd,4,h,S,Barry,3/09/2017,16.3,3075.0,4.0,2.0,2.0,500.0,,,,-37.65936,144.9967,Northern Metropolitan,8279.0
1670000.0,Malvern East,1/380 Waverley Rd,3,h,S,Marshall,27/11/2016,11.2,3145.0,3.0,2.0,1.0,375.0,155.0,1920.0,Stonnington,-37.8777,145.0608,Southern Metropolitan,8801.0
1286000.0,Bentleigh,3 Rogers Rd,3,h,S,Woodards,20/05/2017,13.0,3204.0,3.0,1.0,2.0,614.0,,,Glen Eira,-37.9317,145.0427,Southern Metropolitan,6795.0
800000.0,Pascoe Vale,8 Braeside St,3,h,SP,Nelson,8/04/2017,9.9,3044.0,3.0,1.0,0.0,793.0,,,Moreland,-37.7182,144.9506,Northern Metropolitan,7485.0
3100000.0,Surrey Hills,3 Oak St,4,h,VB,Marshall,26/08/2017,10.2,3127.0,4.0,2.0,3.0,832.0,,,,-37.83564000000001,145.10918999999996,Southern Metropolitan,5457.0
550000.0,Braybrook,25 Errol St,4,h,S,Barry,26/07/2016,10.8,3019.0,4.0,2.0,1.0,288.0,160.0,2000.0,Maribyrnong,-37.7775,144.855,Western Metropolitan,3589.0
1040000.0,Newport,15 Jubilee St,4,h,S,Greg,17/09/2016,8.4,3015.0,3.0,2.0,2.0,299.0,198.0,2004.0,Hobsons Bay,-37.8477,144.8706,Western Metropolitan,5498.0
200000.0,Albion,1/121 Anderson Rd,1,u,VB,FN,20/05/2017,13.9,3020.0,1.0,1.0,1.0,1175.0,35.0,1970.0,Brimbank,-37.7849,144.8272,Western Metropolitan,2185.0
1300000.0,Brunswick,373 Brunswick Rd,3,h,VB,Nelson,8/04/2017,5.2,3056.0,3.0,2.0,3.0,299.0,,,Moreland,-37.7759,144.952,Northern Metropolitan,11918.0
540000.0,Fawkner,13 Mutton Rd,3,h,S,Crane,7/11/2016,12.4,3060.0,3.0,1.0,1.0,614.0,94.0,1960.0,Moreland,-37.7141,144.9677,Northern Metropolitan,5070.0
523000.0,Caulfield North,5/698 Inkerman Rd,2,u,SP,hockingstuart,7/11/2016,8.1,3161.0,2.0,1.0,1.0,0.0,,1960.0,Glen Eira,-37.8694,145.0246,Southern Metropolitan,6923.0
1300000.0,Moorabbin,2 Margaret St,4,h,S,Woodards,17/09/2016,14.6,3189.0,4.0,3.0,2.0,743.0,171.0,1973.0,Kingston,-37.9362,145.0442,Southern Metropolitan,2555.0
860000.0,South Yarra,2/66 Walsh St,2,u,PI,Williams,3/09/2017,2.7,3141.0,2.0,1.0,1.0,644.0,,,,-37.83652,144.98522,Southern Metropolitan,14887.0
1326000.0,Greensborough,67 Alexandra St,3,h,S,Nelson,24/06/2017,16.1,3088.0,3.0,1.0,2.0,1020.0,,,Banyule,-37.70821,145.10405,Northern Metropolitan,8524.0
505000.0,Delahey,11 Barley Ct,4,h,S,YPA,22/07/2017,18.0,3037.0,4.0,2.0,2.0,344.0,105.9,1995.0,Brimbank,-37.719,144.76699,Western Metropolitan,2898.0
755000.0,Berwick,5 Russel Av,3,h,S,O'Brien,22/07/2017,35.2,3806.0,3.0,2.0,2.0,840.0,,,Casey,-38.02621,145.34635,Eastern Victoria,17093.0
1830000.0,Alphington,10 Bennett St,4,h,S,Nelson,19/11/2016,6.4,3078.0,4.0,2.0,2.0,606.0,112.0,1970.0,Darebin,-37.7743,145.0316,Northern Metropolitan,2211.0
2200000.0,Gardenvale,25 Magnolia Rd,4,h,S,hockingstuart,28/08/2016,9.8,3185.0,4.0,3.0,3.0,474.0,230.0,2010.0,Glen Eira,-37.8988,145.0098,Southern Metropolitan,534.0
300000.0,Windsor,7/23 The Avenue,1,u,VB,Beller,19/11/2016,5.1,3181.0,1.0,1.0,1.0,705.0,,,Stonnington,-37.8556,144.9977,Southern Metropolitan,4380.0
1335000.0,Northcote,4 Wilmoth St,3,h,S,Ray,4/03/2017,5.5,3070.0,3.0,1.0,3.0,520.0,,,Darebin,-37.7683,145.0156,Northern Metropolitan,11364.0
1600000.0,Carnegie,1 Frogmore Rd,3,h,S,Woodards,7/05/2016,11.4,3163.0,4.0,2.0,2.0,751.0,40.0,1923.0,Glen Eira,-37.8945,145.0648,Southern Metropolitan,7822.0
1591000.0,Wheelers Hill,11 Bluegum Av,5,h,S,Barry,22/07/2017,16.7,3150.0,5.0,3.0,3.0,923.0,,,Monash,-37.90213,145.18444,South-Eastern Metropolitan,7392.0
1605000.0,Northcote,14 Wardrop Gr,3,h,S,Nelson,1/07/2017,5.3,3070.0,3.0,1.0,0.0,507.0,,,Darebin,-37.77124,145.002,Northern Metropolitan,11364.0
1290000.0,Moorabbin,7 Walsh Av,3,h,S,Ray,26/08/2017,14.3,3189.0,3.0,1.0,1.0,580.0,0.0,1970.0,,-37.94492,145.04938,Southern Metropolitan,2555.0
710000.0,Ascot Vale,8 Geddes St,2,h,PI,Nelson,4/06/2016,5.9,3032.0,2.0,1.0,1.0,214.0,77.0,1890.0,Moonee Valley,-37.7776,144.9142,Western Metropolitan,6567.0
2550000.0,Eaglemont,8 Outlook Dr,4,h,VB,Miles,27/11/2016,10.3,3084.0,4.0,2.0,2.0,1484.0,478.0,1970.0,Banyule,-37.769,145.0616,Eastern Metropolitan,1651.0
1155000.0,Essendon,11 Waverley St,4,h,PI,Brad,17/06/2017,7.5,3040.0,4.0,1.0,3.0,616.0,170.0,1900.0,Moonee Valley,-37.75728,144.90723,Western Metropolitan,9264.0
720000.0,Yallambie,252 Yallambie Rd,3,h,S,Buckingham,24/09/2016,15.0,3085.0,4.0,2.0,4.0,535.0,,,Banyule,-37.7225,145.1037,Northern Metropolitan,1369.0
486000.0,Sunshine West,3 Corella Rd,3,h,S,Barry,27/11/2016,13.5,3020.0,3.0,1.0,2.0,539.0,,,Brimbank,-37.7963,144.8046,Western Metropolitan,6763.0
700000.0,Altona North,107 McIntosh Rd,3,h,SP,Hunter,27/11/2016,11.1,3025.0,3.0,1.0,1.0,557.0,,,Hobsons Bay,-37.8441,144.8505,Western Metropolitan,5132.0
1800000.0,Balwyn,36 Narrak Rd,4,h,VB,Marshall,3/09/2016,9.7,3103.0,4.0,2.0,2.0,715.0,218.0,1985.0,Boroondara,-37.811,145.0958,Southern Metropolitan,5682.0
525000.0,St Kilda,6/19 Herbert St,2,u,S,hockingstuart,1/07/2017,5.0,3182.0,2.0,1.0,1.0,0.0,60.0,1970.0,Port Phillip,-37.87174,144.98286000000004,Southern Metropolitan,13240.0
605000.0,Reservoir,1/74 Miranda Rd,3,h,S,Love,13/05/2017,11.2,3073.0,3.0,1.0,2.0,371.0,112.0,1950.0,Darebin,-37.7068,145.0193,Northern Metropolitan,21650.0
1380000.0,Aberfeldie,241 Buckley St,4,h,VB,Nelson,12/08/2017,7.5,3040.0,4.0,2.0,2.0,766.0,,,Moonee Valley,-37.75595,144.90551000000005,Western Metropolitan,1543.0
634000.0,Frankston,10 Plover Cl,3,h,S,O'Brien,23/09/2017,38.0,3199.0,3.0,1.0,1.0,586.0,,,,-38.14738,145.16653,South-Eastern Metropolitan,17055.0
1500000.0,Essendon,105 Ogilvie St,4,h,S,Nelson,16/07/2016,8.0,3040.0,4.0,2.0,2.0,858.0,,,Moonee Valley,-37.7442,144.8934,Western Metropolitan,9264.0
437000.0,Epping,2/4 Grimwade Ct,2,u,S,hockingstuart,1/07/2017,19.6,3076.0,2.0,1.0,2.0,351.0,109.0,2000.0,Whittlesea,-37.65099,145.04663,Northern Metropolitan,10926.0
1244000.0,Bulleen,4 Graeme Ct,4,h,PI,Fletchers,23/04/2016,11.8,3105.0,4.0,2.0,2.0,530.0,,,Manningham,-37.7735,145.088,Eastern Metropolitan,4480.0
2117000.0,Kew,23 Gellibrand St,4,h,S,Fletchers,17/09/2016,5.6,3101.0,4.0,1.0,2.0,520.0,,,Boroondara,-37.8082,145.0323,Southern Metropolitan,10331.0
1350000.0,Malvern East,401A Waverley Rd,4,h,VB,Jellis,27/11/2016,11.2,3145.0,4.0,3.0,2.0,222.0,90.0,2010.0,Stonnington,-37.878,145.0666,Southern Metropolitan,8801.0
1285000.0,Richmond,2 Kimber St,3,h,S,Steveway,22/05/2016,2.6,3121.0,3.0,2.0,1.0,123.0,,,Yarra,-37.8267,145.0122,Northern Metropolitan,14949.0
1104000.0,Caulfield South,26 Gardenvale Rd,2,h,S,Gary,13/05/2017,9.3,3162.0,2.0,1.0,1.0,534.0,,,Glen Eira,-37.8989,145.0171,Southern Metropolitan,5051.0
755000.0,Gladstone Park,91 Carrick Dr,3,h,S,Jason,27/05/2017,12.9,3043.0,3.0,1.0,1.0,935.0,130.0,1975.0,Hume,-37.69744,144.89073,Western Metropolitan,3285.0
2180000.0,Surrey Hills,17 Empress Rd,3,h,SP,Jellis,27/11/2016,11.2,3127.0,3.0,1.0,2.0,441.0,128.0,1910.0,Boroondara,-37.8204,145.0887,Southern Metropolitan,5457.0
555000.0,Sunshine,7 Whitty St,2,h,S,Barry,18/06/2016,12.6,3020.0,2.0,1.0,1.0,254.0,,,Brimbank,-37.7881,144.8354,Western Metropolitan,3755.0
1250000.0,Parkdale,29 Evan St,3,h,S,Obrien,16/09/2017,21.5,3195.0,3.0,1.0,2.0,802.0,,,,-37.98752,145.08358,South-Eastern Metropolitan,5087.0
740000.0,Ferntree Gully,7 Austin St,3,h,SP,Stockdale,22/07/2017,24.8,3156.0,3.0,1.0,2.0,968.0,118.0,1955.0,Knox,-37.88523,145.28553,Eastern Metropolitan,10788.0
1730000.0,Black Rock,3 Whitton Ct,4,h,S,hockingstuart,12/08/2017,17.3,3193.0,4.0,2.0,2.0,675.0,,,Bayside,-37.96678,145.02223,Southern Metropolitan,2866.0
1420000.0,Hampton,2b Carolyn St,3,h,S,hockingstuart,16/07/2016,13.7,3188.0,3.0,2.0,2.0,277.0,,2012.0,Bayside,-37.9393,145.0226,Southern Metropolitan,5454.0
1200000.0,Mount Waverley,5 Armstrong St,3,h,VB,McGrath,24/06/2017,14.2,3149.0,3.0,1.0,4.0,807.0,117.0,1196.0,Monash,-37.86788,145.12121000000005,Eastern Metropolitan,13366.0
1048000.0,Maidstone,11 Madden St,4,h,S,Burnham,10/09/2016,9.2,3012.0,3.0,2.0,1.0,647.0,,1920.0,Maribyrnong,-37.79,144.8815,Western Metropolitan,3873.0
460000.0,Heidelberg Heights,26 Southern Rd,2,h,VB,Nelson,28/05/2016,10.5,3081.0,2.0,1.0,2.0,508.0,79.0,1955.0,Banyule,-37.7428,145.0557,Eastern Metropolitan,2947.0
1850000.0,Beaumaris,16A Coronet Gr,3,t,PI,McGrath,22/07/2017,17.3,3193.0,3.0,3.0,2.0,252.0,203.0,2007.0,Bayside,-37.98453,145.02659,Southern Metropolitan,5366.0
390000.0,Craigieburn,66 Willmott Dr,3,h,S,Ray,29/07/2017,20.6,3064.0,3.0,1.0,1.0,301.0,109.0,2001.0,Hume,-37.58739,144.92619,Northern Metropolitan,15510.0
920000.0,Keilor East,1 Nicholas Ct,4,h,SP,Brad,10/12/2016,12.8,3033.0,4.0,2.0,2.0,745.0,182.0,1992.0,Moonee Valley,-37.7479,144.8805,Western Metropolitan,5629.0
1170000.0,Mordialloc,1/6 Krone St,4,t,S,hockingstuart,3/06/2017,21.5,3195.0,4.0,2.0,2.0,312.0,179.0,2004.0,Kingston,-38.001999999999995,145.08916000000005,South-Eastern Metropolitan,3650.0
1125000.0,Heidelberg,34 Quinn St,3,h,VB,Ray,30/07/2016,10.6,3084.0,3.0,1.0,2.0,0.0,125.0,1950.0,Banyule,-37.7502,145.0718,Eastern Metropolitan,2890.0
951000.0,Bellfield,5 Davidson St,4,h,S,Miles,26/08/2017,8.8,3081.0,4.0,1.0,1.0,654.0,,1960.0,,-37.75399,145.03606000000005,Eastern Metropolitan,790.0
560000.0,Westmeadows,14 Parkhill Ct,2,h,SP,YPA,23/09/2017,16.5,3049.0,2.0,2.0,2.0,424.0,,,,-37.67909,144.87524,Northern Metropolitan,2474.0
633000.0,Burwood,2a Iris St,2,h,S,Noel,14/05/2016,11.7,3125.0,2.0,1.0,1.0,276.0,92.0,1965.0,Whitehorse,-37.8454,145.0971,Southern Metropolitan,5678.0
1590000.0,Brunswick,15 Ashmore St,3,h,SP,Nelson,3/06/2017,5.2,3056.0,3.0,2.0,1.0,322.0,,,Moreland,-37.76316,144.97108,Northern Metropolitan,11918.0
1562500.0,Albert Park,364 Montague St,2,h,S,Greg,15/10/2016,3.3,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,Port Phillip,-37.8424,144.9562,Southern Metropolitan,3280.0
539000.0,Reservoir,12 Ida Ct,3,h,S,Nelson,16/07/2016,11.2,3073.0,3.0,1.0,1.0,474.0,114.0,1960.0,Darebin,-37.7086,144.9919,Northern Metropolitan,21650.0
4050000.0,Kew,43 Rowland St,7,h,S,Marshall,12/08/2017,5.4,3101.0,7.0,4.0,2.0,725.0,,,Boroondara,-37.81185,145.05387,Southern Metropolitan,10331.0
1300000.0,Brunswick West,121 Pearson St,3,h,PI,Jellis,12/11/2016,5.9,3055.0,3.0,1.0,2.0,364.0,135.0,1900.0,Moreland,-37.7618,144.9497,Northern Metropolitan,7082.0
1325000.0,West Footscray,15 Rupert St,4,h,S,hockingstuart,8/04/2017,8.2,3012.0,4.0,2.0,4.0,525.0,188.0,1930.0,Maribyrnong,-37.7994,144.8763,Western Metropolitan,5058.0
1620000.0,Maribyrnong,6 High Ct,5,h,S,Biggin,29/04/2017,8.7,3032.0,5.0,3.0,2.0,601.0,274.0,2001.0,Maribyrnong,-37.7637,144.8843,Western Metropolitan,4918.0
1220000.0,Richmond,3 Type St,2,h,S,Jellis,16/07/2016,2.6,3121.0,2.0,1.0,1.0,219.0,,,Yarra,-37.8203,145.01,Northern Metropolitan,14949.0
1321000.0,Moorabbin,28 Grandview Gr,3,h,S,Charlton,8/04/2017,14.6,3189.0,3.0,1.0,2.0,688.0,,1956.0,Kingston,-37.9432,145.0462,Southern Metropolitan,2555.0
600000.0,Lalor,1 Kent Rd,3,h,S,Ray,27/05/2017,16.3,3075.0,3.0,2.0,2.0,534.0,121.0,1980.0,Whittlesea,-37.67323,145.03976,Northern Metropolitan,8279.0
460000.0,Oak Park,4/4 Ethel St,2,u,S,Brad,3/06/2017,11.2,3046.0,2.0,1.0,1.0,106.0,,,Moreland,-37.723259999999996,144.91681,Northern Metropolitan,2651.0
801000.0,Brunswick,3/30 Heller St,2,t,S,Jellis,25/02/2017,5.2,3056.0,2.0,2.0,1.0,156.0,87.0,2007.0,Moreland,-37.7744,144.9498,Northern Metropolitan,11918.0
535600.0,Altona,2/60 David St,2,h,SP,Compton,30/07/2016,13.8,3018.0,2.0,1.0,1.0,154.0,91.0,1996.0,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301.0
3210000.0,Hawthorn East,452 Barkers Rd,5,h,S,Jellis,18/03/2017,7.5,3123.0,5.0,3.0,4.0,1011.0,,1905.0,Boroondara,-37.8165,145.0505,Southern Metropolitan,6482.0
970000.0,Sunshine,2 Islington St,4,h,S,Douglas,22/04/2017,12.6,3020.0,4.0,1.0,4.0,615.0,,,Brimbank,-37.785,144.8383,Western Metropolitan,3755.0
1015000.0,Brunswick,17 Sutherland St,2,h,S,Nelson,18/03/2017,5.2,3056.0,2.0,1.0,0.0,453.0,86.0,1920.0,Moreland,-37.762,144.9547,Northern Metropolitan,11918.0
780000.0,Sunshine North,10 Edna St,3,h,SA,FN,1/07/2017,10.5,3020.0,3.0,1.0,2.0,690.0,,,Brimbank,-37.77176,144.84062,Western Metropolitan,4217.0
1170000.0,Brunswick,4 Frederick St,3,h,S,Nelson,26/07/2016,5.2,3056.0,3.0,1.0,0.0,285.0,104.0,1890.0,Moreland,-37.7634,144.9593,Northern Metropolitan,11918.0
1250000.0,Avondale Heights,4 Camille Ct,5,h,SP,Moonee,22/04/2017,10.5,3034.0,5.0,2.0,2.0,889.0,,,Moonee Valley,-37.7565,144.8652,Western Metropolitan,4502.0
915000.0,Eltham,119 Dalton St,3,h,S,Fletchers,16/09/2017,18.0,3095.0,3.0,2.0,2.0,795.0,146.0,1960.0,,-37.72503,145.15142,Eastern Metropolitan,6990.0
980000.0,Altona North,35 Mahon Av,3,h,S,Barlow,23/09/2017,9.4,3025.0,3.0,1.0,2.0,667.0,,,,-37.82853,144.85091,Western Metropolitan,5132.0
850000.0,West Footscray,23 Fontein St,2,h,S,Sweeney,22/05/2016,8.2,3012.0,2.0,1.0,2.0,462.0,101.0,1960.0,Maribyrnong,-37.8009,144.8653,Western Metropolitan,5058.0
970000.0,Moonee Ponds,20 Huntly St,2,h,S,Nelson,20/05/2017,6.9,3039.0,2.0,1.0,2.0,272.0,85.0,1900.0,Moonee Valley,-37.7641,144.9073,Western Metropolitan,6232.0
816000.0,Brunswick West,196 Melville Rd,2,h,S,Nelson,28/08/2016,5.9,3055.0,3.0,2.0,1.0,343.0,115.0,1930.0,Moreland,-37.7552,144.9458,Northern Metropolitan,7082.0
1100000.0,Flemington,90 Bryant St,2,h,SP,Nelson,6/05/2017,4.4,3031.0,2.0,1.0,1.0,186.0,,,Moonee Valley,-37.7837,144.9338,Northern Metropolitan,3593.0
1150000.0,Kensington,24 McConnell St,2,h,S,Hodges,17/06/2017,3.4,3031.0,2.0,1.0,0.0,147.0,95.0,1890.0,Melbourne,-37.79067,144.92844,Northern Metropolitan,5263.0
655000.0,Reservoir,83 Royal Pde,3,h,PI,Love,14/05/2016,11.2,3073.0,2.0,1.0,1.0,644.0,,,Darebin,-37.713,145.0137,Northern Metropolitan,21650.0
710000.0,Bundoora,27 Norfolk Cr,3,h,S,Darren,15/07/2017,12.1,3083.0,3.0,1.0,1.0,540.0,142.0,1968.0,Banyule,-37.70636,145.05462,Northern Metropolitan,10175.0
790000.0,Malvern East,3/6 Peverill St,2,u,S,Noel,4/03/2017,11.2,3145.0,2.0,1.0,2.0,196.0,109.0,1970.0,Stonnington,-37.8796,145.0876,Southern Metropolitan,8801.0
1950000.0,Balwyn North,28 Walnut Rd,4,h,S,Fletchers,14/05/2016,9.2,3104.0,3.0,3.0,2.0,665.0,232.0,1970.0,Boroondara,-37.7889,145.0904,Southern Metropolitan,7809.0
1044000.0,Brunswick,215/1 Dods St,3,u,S,Jellis,16/07/2016,5.2,3056.0,3.0,1.0,1.0,0.0,85.0,2000.0,Moreland,-37.773,144.9624,Northern Metropolitan,11918.0
470000.0,Ivanhoe East,5/3 Rotherwood Rd,2,u,VB,Nelson,6/08/2016,9.0,3079.0,2.0,1.0,1.0,1473.0,65.0,1960.0,Banyule,-37.7713,145.0499,Eastern Metropolitan,1554.0
604000.0,Watsonia,2/63 Devonshire Rd,2,u,S,Ray,15/07/2017,14.5,3087.0,2.0,1.0,1.0,151.0,,,Banyule,-37.71298,145.08115,Northern Metropolitan,2329.0
1200000.0,Seddon,23 Henry St,3,h,S,Burnham,22/08/2016,6.6,3011.0,2.0,1.0,1.0,374.0,,,Maribyrnong,-37.8057,144.8882,Western Metropolitan,2417.0
1551000.0,Hawthorn,24 College St,3,h,S,Jellis,24/09/2016,4.6,3122.0,3.0,1.0,1.0,199.0,103.0,1890.0,Boroondara,-37.8172,145.0243,Southern Metropolitan,11308.0
525000.0,Kensington,9/11 Smith St,2,u,VB,Edward,13/05/2017,4.2,3031.0,2.0,1.0,1.0,0.0,73.0,2011.0,Melbourne,-37.7912,144.9318,Northern Metropolitan,5263.0
3470000.0,Malvern,50 Hunter St,4,h,S,Marshall,25/02/2017,7.4,3144.0,4.0,3.0,2.0,585.0,248.0,1915.0,Stonnington,-37.868,145.03799999999995,Southern Metropolitan,4675.0
415000.0,Cremorne,313/163 Cremorne St,1,u,SP,Jellis,18/03/2017,2.5,3121.0,1.0,1.0,1.0,0.0,,,Yarra,-37.8301,144.9904,Northern Metropolitan,1123.0
890000.0,Ferntree Gully,72 Ormonde Rd,4,h,S,Ray,29/07/2017,24.8,3156.0,4.0,2.0,2.0,659.0,177.0,1992.0,Knox,-37.89508,145.27879,Eastern Metropolitan,10788.0
810000.0,Brunswick West,10 Yarrabin St,3,h,S,Brad,7/11/2016,5.9,3055.0,3.0,1.0,2.0,349.0,95.0,1950.0,Moreland,-37.7589,144.9368,Northern Metropolitan,7082.0
415000.0,Richmond,6/361 Church St,1,u,S,Jellis,16/07/2016,2.6,3121.0,1.0,1.0,1.0,0.0,,,Yarra,-37.8234,144.9985,Northern Metropolitan,14949.0
2005000.0,Caulfield North,25 Malvern Gr,3,h,PI,Jellis,7/05/2016,8.1,3161.0,4.0,2.0,3.0,361.0,237.0,2014.0,Glen Eira,-37.8694,145.0296,Southern Metropolitan,6923.0
1220000.0,Richmond,1 Newry St,2,h,S,Jellis,18/06/2016,2.6,3121.0,2.0,1.0,2.0,198.0,,,Yarra,-37.8244,145.0046,Northern Metropolitan,14949.0
860000.0,Rosanna,68 Finlayson St,3,h,S,Miles,16/07/2016,11.4,3084.0,3.0,1.0,2.0,583.0,,,Banyule,-37.7346,145.0715,Eastern Metropolitan,3540.0
595000.0,Reservoir,18 Zinnia St,3,h,SP,Barry,6/05/2017,11.2,3073.0,3.0,1.0,1.0,490.0,116.0,1970.0,Darebin,-37.7152,144.9817,Northern Metropolitan,21650.0
957000.0,Footscray,18 White St,2,h,S,Jas,29/07/2017,5.1,3011.0,2.0,1.0,0.0,148.0,,,Maribyrnong,-37.79462,144.89385,Western Metropolitan,7570.0
559000.0,Elwood,3/61 Ormond Rd,2,u,PI,Buxton,17/09/2016,7.7,3184.0,2.0,1.0,1.0,1307.0,,1960.0,Port Phillip,-37.8838,144.9853,Southern Metropolitan,8989.0
763000.0,Oak Park,27 Station Rd,3,t,S,Eview,23/09/2017,11.2,3046.0,3.0,2.0,2.0,220.0,,,,-37.71467,144.91997,Northern Metropolitan,2651.0
2360000.0,Middle Park,76 Harold St,3,h,S,Cayzer,18/06/2016,4.1,3206.0,3.0,1.0,1.0,288.0,,1900.0,Port Phillip,-37.8507,144.9591,Southern Metropolitan,2019.0
2340000.0,Glen Iris,18 Watson St,4,h,S,Marshall,13/05/2017,9.2,3146.0,4.0,2.0,2.0,586.0,,,Boroondara,-37.8541,145.0738,Southern Metropolitan,10412.0
486500.0,Bentleigh East,2/3 Wonga Ct,2,t,S,hockingstuart,8/10/2016,13.9,3165.0,2.0,1.0,1.0,0.0,75.0,1960.0,Glen Eira,-37.9082,145.0681,Southern Metropolitan,10969.0
905000.0,Thornbury,159A Smith St,2,h,S,Nelson,8/07/2017,7.0,3071.0,2.0,1.0,0.0,225.0,100.0,1960.0,Darebin,-37.75642,144.98755,Northern Metropolitan,8870.0
521500.0,Brunswick West,8/7 Passfield St,2,u,S,Peter,3/09/2016,5.9,3055.0,2.0,1.0,1.0,0.0,69.0,1960.0,Moreland,-37.768,144.9408,Northern Metropolitan,7082.0
1265000.0,Strathmore,49 Glenview Rd,4,h,S,Brad,7/05/2016,9.7,3041.0,3.0,1.0,1.0,649.0,,1950.0,Moonee Valley,-37.7367,144.9204,Western Metropolitan,3284.0
775500.0,Reservoir,19 Lucille Av,3,h,S,Ray,19/08/2017,12.0,3073.0,3.0,1.0,3.0,586.0,120.0,1960.0,,-37.69983,145.02202,Northern Metropolitan,21650.0
1211000.0,Moonee Ponds,50 Wilson St,4,h,S,Nelson,10/09/2016,6.9,3039.0,3.0,1.0,3.0,477.0,146.0,1910.0,Moonee Valley,-37.7632,144.9292,Western Metropolitan,6232.0
905000.0,Croydon Hills,8 Wildberry Cl,4,h,S,Fletchers,27/05/2017,23.0,3136.0,4.0,2.0,2.0,731.0,178.0,1985.0,Maroondah,-37.78021,145.26367,Eastern Metropolitan,1705.0
385000.0,St Kilda,26/12 Fitzroy St,1,u,PI,hockingstuart,10/12/2016,6.1,3182.0,1.0,1.0,1.0,0.0,53.0,2005.0,Port Phillip,-37.8614,144.9741,Southern Metropolitan,13240.0
1050000.0,Montmorency,30 Astley St,4,h,S,Buckingham,27/05/2017,16.2,3094.0,4.0,2.0,1.0,973.0,,,Banyule,-37.72082,145.12027,Eastern Metropolitan,3891.0
536000.0,Brighton,2/26 Pearson St,2,u,SP,Hodges,3/12/2016,11.2,3186.0,2.0,1.0,2.0,0.0,70.0,1970.0,Bayside,-37.9081,145.0043,Southern Metropolitan,10579.0
735000.0,Preston,1 George St,3,h,S,hockingstuart,8/10/2016,8.8,3072.0,3.0,1.0,2.0,369.0,94.0,1950.0,Darebin,-37.7359,144.985,Northern Metropolitan,14577.0
1400000.0,Parkdale,36A Warrigal Rd,3,h,VB,Buxton,24/06/2017,21.5,3195.0,3.0,2.0,2.0,259.0,,2007.0,Kingston,-37.9905,145.06999,South-Eastern Metropolitan,5087.0
552500.0,Epping,2 Dransfield Wy,3,h,S,hockingstuart,23/09/2017,19.6,3076.0,3.0,1.0,1.0,521.0,,,,-37.63854,145.05178999999995,Northern Metropolitan,10926.0
930000.0,Preston,376 Plenty Rd,3,h,SP,Barry,3/09/2016,8.8,3072.0,3.0,1.0,2.0,518.0,,,Darebin,-37.7418,145.0095,Northern Metropolitan,14577.0
1171000.0,Watsonia,11 Leafield St,4,h,S,Buckingham,16/07/2016,14.9,3087.0,3.0,3.0,2.0,670.0,325.0,2010.0,Banyule,-37.7122,145.0765,Northern Metropolitan,2329.0
1780000.0,Altona,29 Rose St,4,h,SP,Greg,4/06/2016,13.8,3018.0,4.0,3.0,6.0,1057.0,220.0,1962.0,Hobsons Bay,-37.8681,144.819,Western Metropolitan,5301.0
990000.0,Preston,15 Morgan St,3,h,PI,hockingstuart,11/03/2017,8.8,3072.0,3.0,2.0,2.0,475.0,,1920.0,Darebin,-37.7344,145.00799999999995,Northern Metropolitan,14577.0
1135000.0,Malvern East,2/25 Fisher St,3,t,S,Jellis,17/09/2016,11.2,3145.0,3.0,3.0,2.0,0.0,130.0,1988.0,Stonnington,-37.8812,145.05700000000004,Southern Metropolitan,8801.0
1715000.0,Ormond,37 Thompson St,4,h,S,Buxton,3/12/2016,11.8,3204.0,4.0,2.0,2.0,705.0,226.0,1922.0,Glen Eira,-37.9035,145.028,Southern Metropolitan,3578.0
1260000.0,Oak Park,88 Vincent St,4,h,S,Considine,29/07/2017,11.2,3046.0,4.0,2.0,2.0,656.0,204.0,1960.0,Moreland,-37.71652,144.91211,Northern Metropolitan,2651.0
706000.0,Blackburn North,1/108 Surrey Rd,2,u,S,Hoskins,15/07/2017,13.4,3130.0,2.0,1.0,1.0,305.0,305.0,1940.0,Whitehorse,-37.809059999999995,145.15787,Eastern Metropolitan,2867.0
780000.0,Bentleigh East,4 Adrian St,3,h,VB,hockingstuart,22/05/2016,13.9,3165.0,3.0,1.0,1.0,710.0,,1966.0,Glen Eira,-37.9324,145.0577,Southern Metropolitan,10969.0
