,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
16774,-122.46,37.69,26.0,4302.0,1125.0,3320.0,1100.0,3.4375,NEAR OCEAN,277700.0
17703,-121.82,37.31,22.0,2044.0,402.0,1925.0,429.0,3.7102,<1H OCEAN,177500.0
10936,-117.9,33.74,24.0,1435.0,494.0,3171.0,504.0,3.0833,<1H OCEAN,151700.0
14674,-117.11,32.81,15.0,3428.0,491.0,2303.0,486.0,2.5953,NEAR OCEAN,67500.0
3482,-118.45,34.3,27.0,2676.0,,2661.0,623.0,4.3047,<1H OCEAN,152100.0
14304,-117.14,32.71,52.0,1225.0,332.0,955.0,321.0,1.6011,NEAR OCEAN,106300.0
10263,-117.85,33.87,15.0,5078.0,806.0,2569.0,759.0,5.6549,<1H OCEAN,301900.0
2825,-119.09,35.41,12.0,3449.0,522.0,1754.0,551.0,5.6235,INLAND,130600.0
9769,-121.32,36.43,22.0,2927.0,637.0,2546.0,618.0,2.7153,<1H OCEAN,114300.0
16784,-122.45,37.69,17.0,2359.0,501.0,884.0,504.0,3.0625,NEAR OCEAN,87500.0
10859,-117.87,33.71,16.0,3397.0,686.0,1924.0,621.0,4.9148,<1H OCEAN,155500.0
14840,-117.1,32.68,45.0,1183.0,289.0,900.0,266.0,2.4943,NEAR OCEAN,99600.0
9682,-118.97,37.64,14.0,1847.0,439.0,238.0,98.0,3.6042,INLAND,137500.0
7305,-118.19,33.99,37.0,2073.0,614.0,2544.0,598.0,2.9054,<1H OCEAN,156300.0
8007,-118.11,33.85,36.0,887.0,163.0,482.0,157.0,4.125,<1H OCEAN,219500.0
4119,-118.2,34.14,52.0,3800.0,646.0,1842.0,620.0,5.5524,<1H OCEAN,293900.0
19271,-122.82,38.44,23.0,1551.0,236.0,555.0,243.0,4.6792,<1H OCEAN,304700.0
6626,-118.14,34.18,50.0,1493.0,326.0,1000.0,323.0,3.3068,<1H OCEAN,154400.0
3525,-118.51,34.27,34.0,3787.0,771.0,1966.0,738.0,4.055,<1H OCEAN,222500.0
13467,-117.39,34.12,7.0,5059.0,780.0,3253.0,801.0,4.9196,INLAND,140500.0
246,-122.21,37.78,47.0,881.0,248.0,753.0,241.0,2.625,NEAR BAY,111300.0
2812,-119.03,35.41,41.0,1808.0,435.0,1005.0,373.0,1.7857,INLAND,54300.0
1197,-121.65,39.32,40.0,812.0,154.0,374.0,142.0,2.7891,INLAND,73500.0
12141,-117.2,33.83,14.0,1265.0,230.0,621.0,173.0,3.6618,INLAND,161300.0
11736,-121.06,38.88,17.0,7635.0,1284.0,3096.0,1227.0,4.2917,INLAND,184300.0
11087,-117.9,33.83,33.0,3065.0,611.0,2204.0,606.0,3.8456,<1H OCEAN,211800.0
10221,-117.89,33.88,15.0,1655.0,626.0,1549.0,582.0,1.9127,<1H OCEAN,175000.0
10645,-117.8,33.55,35.0,2067.0,428.0,724.0,377.0,5.8371,<1H OCEAN,500001.0
17250,-119.69,34.42,17.0,1826.0,544.0,1325.0,532.0,1.2762,<1H OCEAN,253600.0
4150,-118.21,34.12,52.0,1590.0,360.0,1127.0,321.0,3.4625,<1H OCEAN,173900.0
15891,-122.38,37.73,38.0,1388.0,276.0,871.0,265.0,2.1667,NEAR BAY,193800.0
3106,-117.69,35.63,5.0,3151.0,482.0,1335.0,428.0,5.5773,INLAND,109000.0
9082,-118.17,34.69,12.0,4881.0,803.0,2188.0,724.0,4.1667,INLAND,171900.0
18508,-122.01,36.99,28.0,1321.0,240.0,652.0,239.0,4.9808,NEAR OCEAN,263100.0
17998,-121.97,37.28,25.0,4707.0,695.0,1995.0,642.0,6.6437,<1H OCEAN,296100.0
19626,-121.03,37.33,27.0,1333.0,230.0,730.0,229.0,3.06,INLAND,106000.0
6914,-117.98,33.94,36.0,4297.0,717.0,2038.0,700.0,5.2851,<1H OCEAN,258800.0
18503,-122.03,37.18,10.0,212.0,38.0,78.0,21.0,6.0622,<1H OCEAN,390000.0
17683,-121.86,37.29,14.0,6160.0,1222.0,2472.0,1204.0,4.1444,<1H OCEAN,178400.0
7215,-118.17,34.02,39.0,759.0,215.0,883.0,226.0,2.125,<1H OCEAN,143800.0
19445,-121.02,37.69,19.0,3814.0,790.0,2219.0,804.0,3.5208,INLAND,145000.0
16865,-122.41,37.64,38.0,1204.0,268.0,921.0,247.0,4.4464,NEAR OCEAN,215400.0
20216,-119.25,34.3,34.0,1189.0,220.0,445.0,203.0,4.8824,NEAR OCEAN,396400.0
18256,-122.09,37.38,36.0,2587.0,416.0,1055.0,410.0,6.1995,NEAR BAY,407200.0
10224,-117.89,33.87,25.0,1492.0,439.0,755.0,389.0,3.0893,<1H OCEAN,188200.0
17016,-122.28,37.52,29.0,1526.0,355.0,724.0,315.0,4.0313,NEAR OCEAN,435200.0
13034,-121.15,38.69,52.0,240.0,44.0,6675.0,29.0,6.1359,INLAND,225000.0
14067,-117.12,32.75,25.0,2222.0,634.0,1025.0,568.0,1.64,NEAR OCEAN,130000.0
11412,-117.95,33.69,24.0,4269.0,618.0,1954.0,597.0,6.9261,<1H OCEAN,284600.0
3724,-118.42,34.18,27.0,3760.0,880.0,2022.0,812.0,3.1551,<1H OCEAN,225600.0
19193,-122.69,38.44,40.0,1449.0,281.0,636.0,295.0,2.7222,<1H OCEAN,161200.0
6375,-118.03,34.16,36.0,1640.0,239.0,693.0,253.0,6.6888,INLAND,500001.0
10756,-117.9,33.61,44.0,1469.0,312.0,507.0,266.0,3.4937,<1H OCEAN,500001.0
15234,-117.26,32.97,25.0,2582.0,495.0,1088.0,471.0,6.4651,NEAR OCEAN,500001.0
6038,-117.73,34.07,33.0,1921.0,489.0,1430.0,467.0,2.3406,INLAND,122600.0
3274,-122.91,39.05,20.0,1128.0,229.0,621.0,210.0,3.2216,INLAND,93500.0
19177,-122.67,38.43,17.0,2007.0,400.0,895.0,403.0,3.2813,<1H OCEAN,202700.0
20170,-119.29,34.4,22.0,3891.0,657.0,1727.0,581.0,4.2656,NEAR OCEAN,241400.0
5054,-118.34,34.02,44.0,1527.0,246.0,608.0,245.0,4.0357,<1H OCEAN,187800.0
1528,-122.07,37.89,38.0,2139.0,343.0,809.0,340.0,5.5636,NEAR BAY,268800.0
12951,-121.28,38.7,14.0,5827.0,1246.0,2578.0,1038.0,3.0212,INLAND,112900.0
18782,-122.33,40.48,26.0,695.0,126.0,319.0,124.0,3.2788,INLAND,101600.0
1433,-122.03,37.99,37.0,1755.0,327.0,882.0,350.0,4.59,NEAR BAY,166600.0
16104,-122.5,37.75,45.0,1620.0,,941.0,328.0,4.3859,NEAR OCEAN,270200.0
11963,-117.41,34.01,34.0,1231.0,216.0,841.0,199.0,2.6442,INLAND,92000.0
15164,-117.02,32.95,25.0,1909.0,334.0,1043.0,322.0,3.7784,<1H OCEAN,160100.0
4987,-118.31,34.0,52.0,1630.0,379.0,1413.0,405.0,1.933,<1H OCEAN,120000.0
10912,-117.86,33.73,30.0,2651.0,572.0,3249.0,552.0,3.7202,<1H OCEAN,182100.0
14205,-117.06,32.69,13.0,705.0,149.0,718.0,155.0,4.4375,NEAR OCEAN,154900.0
19412,-121.01,37.74,14.0,2368.0,297.0,796.0,301.0,8.7783,INLAND,435000.0
19383,-120.86,37.77,28.0,1208.0,232.0,535.0,232.0,2.3523,INLAND,94700.0
10375,-117.63,33.65,10.0,3580.0,491.0,1688.0,467.0,7.7814,<1H OCEAN,288700.0
7301,-118.19,33.99,38.0,1212.0,272.0,1129.0,263.0,2.6673,<1H OCEAN,142300.0
11844,-120.92,40.02,35.0,383.0,92.0,202.0,72.0,2.6458,INLAND,102500.0
4203,-118.26,34.12,45.0,2839.0,698.0,1768.0,653.0,3.1306,<1H OCEAN,214000.0
13835,-117.2,34.52,12.0,4476.0,761.0,2255.0,735.0,3.925,INLAND,118500.0
16512,-121.22,37.72,34.0,2123.0,387.0,1310.0,368.0,2.6368,INLAND,165600.0
5731,-118.21,34.16,25.0,434.0,74.0,199.0,75.0,5.9199,<1H OCEAN,420500.0
10085,-117.95,33.94,28.0,2851.0,496.0,1287.0,496.0,5.0782,<1H OCEAN,264100.0
3237,-119.56,36.1,29.0,424.0,78.0,284.0,73.0,1.5313,INLAND,43800.0
4642,-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,<1H OCEAN,475000.0
12823,-121.42,38.72,10.0,3054.0,528.0,1932.0,510.0,3.0903,INLAND,91900.0
2552,-124.17,40.77,30.0,1895.0,366.0,990.0,359.0,2.2227,NEAR OCEAN,81300.0
16722,-120.68,35.48,15.0,2608.0,525.0,1351.0,502.0,2.7798,<1H OCEAN,205800.0
14568,-117.21,32.83,36.0,1475.0,328.0,806.0,327.0,3.5078,NEAR OCEAN,166000.0
6855,-118.15,34.06,28.0,3855.0,922.0,2517.0,874.0,3.505,<1H OCEAN,204300.0
7216,-118.17,34.02,33.0,346.0,103.0,488.0,107.0,1.8681,<1H OCEAN,112500.0
3655,-118.43,34.22,36.0,1372.0,295.0,774.0,306.0,3.6618,<1H OCEAN,187300.0
847,-122.07,37.59,15.0,3475.0,686.0,2568.0,653.0,4.6211,NEAR BAY,151400.0
11548,-118.02,33.73,26.0,3711.0,610.0,1902.0,597.0,5.5599,<1H OCEAN,234100.0
6041,-117.73,34.05,28.0,2758.0,771.0,2877.0,694.0,2.0734,INLAND,113300.0
18079,-122.06,37.27,16.0,1612.0,221.0,567.0,208.0,10.5793,<1H OCEAN,500001.0
20279,-119.2,34.18,27.0,1035.0,229.0,782.0,222.0,4.2212,NEAR OCEAN,185400.0
15510,-117.07,33.15,17.0,1893.0,297.0,936.0,287.0,5.1842,<1H OCEAN,157700.0
13164,-121.38,36.84,6.0,3769.0,669.0,2061.0,648.0,4.1875,INLAND,217600.0
6702,-118.13,34.13,39.0,2099.0,397.0,1500.0,380.0,4.8304,<1H OCEAN,493200.0
3653,-118.43,34.22,34.0,2300.0,429.0,1447.0,455.0,4.2656,<1H OCEAN,233700.0
2933,-118.98,35.37,36.0,1562.0,398.0,1223.0,329.0,0.9675,INLAND,47100.0
18018,-121.95,37.25,30.0,3298.0,634.0,1532.0,602.0,5.0863,<1H OCEAN,332000.0
15215,-117.1,33.0,5.0,15502.0,2613.0,7417.0,2358.0,5.9094,<1H OCEAN,261100.0
7818,-118.11,33.9,35.0,1323.0,269.0,1084.0,240.0,5.0753,<1H OCEAN,178000.0
13817,-117.12,34.46,17.0,1613.0,326.0,765.0,300.0,2.6827,INLAND,110400.0
15971,-122.41,37.71,40.0,2054.0,433.0,1738.0,429.0,4.9926,NEAR BAY,213900.0
17906,-121.96,37.36,16.0,5040.0,1325.0,3150.0,1196.0,4.2837,<1H OCEAN,264500.0
2802,-119.03,35.42,45.0,1628.0,352.0,754.0,334.0,2.5703,INLAND,62400.0
12370,-116.45,33.78,16.0,5228.0,992.0,1177.0,639.0,3.0859,INLAND,134600.0
12066,-117.56,33.83,28.0,895.0,127.0,346.0,115.0,5.4788,INLAND,339300.0
10902,-117.86,33.75,5.0,187.0,49.0,207.0,51.0,1.8,<1H OCEAN,154200.0
15787,-122.39,37.79,52.0,94.0,24.0,113.0,27.0,4.6563,NEAR BAY,350000.0
15823,-122.42,37.75,52.0,1609.0,510.0,1155.0,439.0,2.2328,NEAR BAY,250000.0
13021,-121.23,38.71,18.0,4947.0,714.0,2227.0,675.0,4.8542,INLAND,170500.0
13908,-116.4,34.09,9.0,4855.0,872.0,2098.0,765.0,3.2723,INLAND,97800.0
17075,-122.21,37.48,37.0,1326.0,335.0,1771.0,335.0,3.0147,NEAR BAY,218100.0
6106,-117.89,34.11,27.0,2434.0,535.0,1623.0,498.0,3.6875,<1H OCEAN,140200.0
18245,-122.08,37.39,46.0,1115.0,248.0,543.0,248.0,3.2083,NEAR BAY,334300.0
3470,-118.46,34.29,24.0,3668.0,890.0,3151.0,810.0,3.0526,<1H OCEAN,183300.0
1380,-122.09,38.0,6.0,10191.0,1882.0,4377.0,1789.0,5.2015,NEAR BAY,204200.0
7401,-118.24,33.96,37.0,1602.0,388.0,1553.0,342.0,2.0655,<1H OCEAN,93400.0
15,-122.26,37.85,50.0,1120.0,283.0,697.0,264.0,2.125,NEAR BAY,140000.0
3327,-122.83,38.89,11.0,640.0,134.0,268.0,90.0,3.4514,<1H OCEAN,100000.0
4085,-118.39,34.15,29.0,917.0,181.0,379.0,183.0,3.4612,<1H OCEAN,425000.0
1591,-122.12,37.94,22.0,4949.0,626.0,1850.0,590.0,10.4549,NEAR BAY,500001.0
2296,-119.75,36.8,30.0,3308.0,662.0,1894.0,648.0,2.197,INLAND,74500.0
4128,-118.2,34.14,51.0,1941.0,378.0,1012.0,371.0,3.9375,<1H OCEAN,217000.0
2482,-120.37,36.16,36.0,613.0,124.0,310.0,124.0,3.0658,INLAND,65000.0
5221,-118.24,33.95,21.0,1260.0,342.0,1167.0,310.0,0.9708,<1H OCEAN,107600.0
5375,-118.39,34.04,41.0,101.0,23.0,85.0,30.0,4.125,<1H OCEAN,237500.0
6044,-117.74,34.05,27.0,852.0,237.0,1024.0,221.0,2.1141,INLAND,110900.0
4732,-118.36,34.05,45.0,1879.0,395.0,946.0,409.0,3.3333,<1H OCEAN,254700.0
12852,-121.37,38.68,35.0,1620.0,276.0,939.0,277.0,2.5542,INLAND,72900.0
16391,-121.25,38.01,16.0,2397.0,501.0,1053.0,557.0,2.6994,INLAND,112500.0
1213,-120.54,38.07,37.0,736.0,148.0,339.0,140.0,2.2875,INLAND,79900.0
4885,-118.26,34.02,37.0,1551.0,501.0,2173.0,474.0,2.1667,<1H OCEAN,117700.0
13226,-117.68,34.01,20.0,7326.0,1555.0,5718.0,1538.0,3.2073,INLAND,123500.0
14266,-117.11,32.69,34.0,1144.0,295.0,1271.0,302.0,2.09,NEAR OCEAN,91800.0
5158,-118.28,33.96,42.0,1206.0,304.0,1167.0,250.0,1.615,<1H OCEAN,101300.0
1887,-119.98,38.92,27.0,2682.0,606.0,1010.0,399.0,3.15,INLAND,86900.0
14725,-117.01,32.8,17.0,1558.0,479.0,803.0,431.0,2.6934,<1H OCEAN,160200.0
10772,-117.89,33.66,32.0,2736.0,550.0,1279.0,534.0,5.5422,<1H OCEAN,253100.0
19719,-121.74,39.15,20.0,2302.0,412.0,1205.0,399.0,2.8,INLAND,71200.0
15674,-122.44,37.8,52.0,1603.0,487.0,727.0,464.0,3.9856,NEAR BAY,500001.0
17059,-122.24,37.48,47.0,2423.0,407.0,1010.0,407.0,6.2154,NEAR OCEAN,362700.0
12661,-121.42,38.51,15.0,7901.0,1422.0,4769.0,1418.0,2.8139,INLAND,90400.0
6097,-117.87,34.11,23.0,4066.0,819.0,2105.0,737.0,4.6556,<1H OCEAN,199600.0
1655,-121.99,37.92,14.0,1780.0,224.0,764.0,226.0,9.0243,INLAND,427700.0
15271,-117.27,33.08,7.0,2949.0,447.0,1335.0,426.0,6.0922,NEAR OCEAN,342400.0
16987,-122.26,37.55,17.0,1321.0,425.0,683.0,408.0,4.7045,NEAR BAY,500001.0
20337,-119.03,34.24,25.0,3655.0,545.0,1776.0,544.0,5.687,<1H OCEAN,238100.0
6402,-118.02,34.14,34.0,1077.0,257.0,478.0,199.0,2.6316,INLAND,252800.0
707,-122.05,37.68,23.0,7518.0,1279.0,3827.0,1294.0,5.1701,NEAR BAY,216800.0
19310,-122.85,38.37,16.0,1762.0,293.0,810.0,297.0,4.4437,<1H OCEAN,305000.0
445,-122.29,37.87,50.0,1829.0,536.0,1129.0,516.0,2.6684,NEAR BAY,185600.0
2230,-119.77,36.84,15.0,2058.0,412.0,891.0,378.0,3.2569,INLAND,124400.0
11325,-117.96,33.76,22.0,2520.0,556.0,2126.0,527.0,3.7734,<1H OCEAN,193900.0
3810,-118.47,34.21,34.0,2512.0,603.0,1805.0,584.0,2.9735,<1H OCEAN,220000.0
14423,-117.23,32.81,28.0,1508.0,263.0,996.0,267.0,3.8026,NEAR OCEAN,270000.0
17618,-121.94,37.28,27.0,2859.0,464.0,1144.0,430.0,5.0822,<1H OCEAN,327500.0
20159,-119.31,34.41,22.0,2612.0,494.0,1361.0,439.0,4.1319,NEAR OCEAN,245000.0
20189,-119.17,34.27,18.0,8010.0,1539.0,3982.0,1483.0,4.0905,NEAR OCEAN,236500.0
8176,-118.09,33.81,36.0,1371.0,250.0,666.0,257.0,5.0795,<1H OCEAN,243300.0
16400,-121.23,37.99,38.0,523.0,80.0,226.0,72.0,5.5693,INLAND,153100.0
5247,-118.44,34.09,36.0,3129.0,392.0,862.0,334.0,15.0001,<1H OCEAN,500001.0
15909,-122.42,37.74,52.0,1674.0,346.0,734.0,335.0,3.8864,NEAR BAY,281300.0
16429,-121.32,38.13,5.0,3136.0,501.0,1327.0,467.0,5.5942,INLAND,186900.0
19592,-120.87,37.62,30.0,455.0,70.0,220.0,69.0,4.8958,INLAND,142500.0
3483,-118.45,34.3,35.0,4085.0,919.0,3988.0,906.0,3.4812,<1H OCEAN,160200.0
9440,-120.31,37.64,11.0,2403.0,497.0,890.0,344.0,3.0,INLAND,120800.0
17307,-119.57,34.38,22.0,2512.0,426.0,919.0,341.0,5.7589999999999995,<1H OCEAN,425000.0
7131,-118.12,34.02,25.0,2655.0,558.0,1466.0,525.0,3.0529,<1H OCEAN,265800.0
17267,-119.7,34.36,35.0,1604.0,334.0,904.0,337.0,4.7411,NEAR OCEAN,336400.0
9424,-122.69,37.91,43.0,1730.0,326.0,629.0,279.0,4.3194,NEAR OCEAN,238700.0
17620,-121.94,37.27,23.0,1932.0,552.0,997.0,482.0,3.662,<1H OCEAN,211900.0
6622,-118.13,34.17,52.0,1784.0,368.0,966.0,345.0,3.6094,<1H OCEAN,261500.0
3195,-119.73,36.31,20.0,2440.0,433.0,1579.0,400.0,2.8281,INLAND,60200.0
17011,-122.28,37.53,34.0,1980.0,385.0,970.0,391.0,5.1207,NEAR OCEAN,310900.0
16348,-121.35,38.03,16.0,3158.0,515.0,1596.0,528.0,4.1739,INLAND,131300.0
5132,-118.26,33.98,43.0,762.0,206.0,854.0,188.0,1.2315,<1H OCEAN,98200.0
16433,-121.23,38.11,48.0,561.0,81.0,240.0,69.0,3.6312,INLAND,202800.0
4421,-118.26,34.07,52.0,830.0,200.0,701.0,189.0,2.7625,<1H OCEAN,232100.0
11833,-120.18,39.28,14.0,10098.0,1545.0,701.0,254.0,4.0819,INLAND,141300.0
12743,-121.36,38.63,30.0,2619.0,370.0,940.0,359.0,4.7283,INLAND,164500.0
8814,-118.33,33.77,33.0,4244.0,595.0,1534.0,557.0,9.8214,NEAR OCEAN,500001.0
11828,-121.0,39.0,4.0,170.0,23.0,93.0,27.0,10.9891,INLAND,312500.0
10404,-117.59,33.67,29.0,1223.0,215.0,633.0,204.0,6.5143,<1H OCEAN,279800.0
19465,-120.97,37.69,15.0,4065.0,841.0,1986.0,680.0,3.072,INLAND,114300.0
8906,-118.48,34.03,39.0,1530.0,401.0,1074.0,375.0,3.5076,<1H OCEAN,381800.0
19613,-121.14,37.46,4.0,2919.0,503.0,1592.0,491.0,5.2452,INLAND,161900.0
16211,-121.31,37.96,52.0,1938.0,332.0,788.0,320.0,3.6094,INLAND,118400.0
8086,-118.2,33.81,46.0,1388.0,254.0,742.0,241.0,4.6458,NEAR OCEAN,212100.0
1074,-121.82,39.75,29.0,7744.0,1375.0,3316.0,1365.0,3.0253,INLAND,111400.0
14338,-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,NEAR OCEAN,195800.0
1176,-121.55,39.5,26.0,3215.0,827.0,2041.0,737.0,1.0585,INLAND,45100.0
11332,-117.96,33.75,25.0,1323.0,208.0,852.0,229.0,4.6167,<1H OCEAN,237300.0
8900,-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,<1H OCEAN,500001.0
16958,-122.31,37.53,39.0,1160.0,191.0,508.0,185.0,5.9539,NEAR OCEAN,379100.0
4170,-118.21,34.1,47.0,5077.0,1271.0,3348.0,1106.0,3.0377,<1H OCEAN,186800.0
7554,-118.19,33.91,43.0,1531.0,357.0,1509.0,376.0,2.6354,<1H OCEAN,128100.0
1398,-122.06,37.96,37.0,1784.0,313.0,788.0,304.0,4.2917,NEAR BAY,189600.0
9395,-122.52,37.89,17.0,4363.0,1041.0,1640.0,989.0,3.9531,NEAR BAY,417600.0
2958,-119.03,35.35,34.0,1441.0,294.0,695.0,275.0,2.6875,INLAND,73700.0
17920,-121.99,37.35,16.0,3249.0,947.0,1637.0,841.0,4.5427,<1H OCEAN,198400.0
4867,-118.28,34.04,20.0,1193.0,454.0,1880.0,453.0,2.1806,<1H OCEAN,180000.0
4858,-118.29,34.02,21.0,1641.0,491.0,1526.0,453.0,2.0869999999999997,<1H OCEAN,141300.0
2533,-122.04,39.72,23.0,2502.0,481.0,1443.0,455.0,2.5625,INLAND,70000.0
6053,-117.76,34.04,36.0,2242.0,448.0,2052.0,447.0,3.4464,INLAND,113000.0
8499,-118.29,33.89,32.0,2355.0,583.0,1605.0,571.0,4.2171,<1H OCEAN,218200.0
16123,-122.47,37.78,51.0,1485.0,386.0,880.0,385.0,2.7431,NEAR BAY,307100.0
4724,-118.37,34.06,52.0,2239.0,423.0,832.0,411.0,5.0858,<1H OCEAN,470000.0
14384,-117.24,32.74,44.0,1488.0,259.0,667.0,281.0,4.0862,NEAR OCEAN,321800.0
15105,-117.01,32.83,17.0,15401.0,3280.0,7302.0,3176.0,3.3067,<1H OCEAN,121900.0
4351,-118.36,34.1,36.0,2963.0,838.0,1129.0,745.0,2.5588,<1H OCEAN,500001.0
17939,-121.94,37.34,41.0,2151.0,473.0,1092.0,469.0,3.7321,<1H OCEAN,250000.0
3981,-118.6,34.19,16.0,14912.0,4183.0,5105.0,3302.0,2.8312,<1H OCEAN,213900.0
7307,-118.2,33.99,30.0,1474.0,459.0,1844.0,464.0,2.551,<1H OCEAN,160000.0
5579,-118.3,33.83,31.0,2693.0,661.0,1598.0,618.0,3.1851,<1H OCEAN,240200.0
15373,-117.25,33.38,17.0,1614.0,431.0,1031.0,389.0,2.0956,<1H OCEAN,134400.0
11774,-121.3,38.74,41.0,4374.0,1039.0,2387.0,959.0,2.3611,INLAND,87900.0
2756,-115.5,32.68,18.0,3631.0,913.0,3565.0,924.0,1.5931,INLAND,88400.0
19359,-123.01,38.8,21.0,360.0,96.0,131.0,74.0,3.5156,<1H OCEAN,133300.0
3190,-119.8,36.29,7.0,479.0,84.0,327.0,103.0,5.1728,INLAND,107500.0
7037,-118.08,33.96,34.0,1431.0,310.0,1162.0,288.0,4.369,<1H OCEAN,165400.0
1419,-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,NEAR BAY,250000.0
19471,-120.98,37.67,13.0,1221.0,260.0,682.0,275.0,3.65,INLAND,155500.0
422,-122.25,37.89,42.0,2863.0,460.0,1031.0,448.0,6.7138,NEAR BAY,368600.0
12109,-117.29,33.97,4.0,18767.0,3032.0,8805.0,2723.0,4.6667,INLAND,160600.0
16381,-121.3,38.02,4.0,1515.0,384.0,491.0,348.0,2.8523,INLAND,87500.0
14518,-117.13,32.91,16.0,3230.0,579.0,1825.0,576.0,4.2969,<1H OCEAN,151200.0
7799,-118.08,33.9,42.0,1768.0,372.0,1155.0,368.0,3.5580000000000003,<1H OCEAN,161100.0
12640,-121.45,38.53,34.0,1893.0,415.0,884.0,395.0,2.1679,INLAND,75400.0
1015,-121.77,37.67,20.0,8068.0,1217.0,3489.0,1259.0,5.7907,INLAND,264200.0
6283,-117.93,34.03,35.0,2160.0,399.0,1694.0,403.0,3.8581,<1H OCEAN,163100.0
8256,-118.17,33.77,39.0,2953.0,878.0,1379.0,785.0,2.1378,NEAR OCEAN,180400.0
7550,-118.21,33.92,41.0,1722.0,363.0,1432.0,326.0,3.2976,<1H OCEAN,151200.0
19730,-121.51,38.79,29.0,1716.0,323.0,850.0,282.0,2.9324,INLAND,137500.0
18893,-122.23,38.13,29.0,5154.0,1084.0,2459.0,1019.0,3.2664,NEAR BAY,142900.0
11047,-117.83,33.81,28.0,1972.0,315.0,970.0,326.0,5.4298,<1H OCEAN,234200.0
11568,-118.02,33.76,25.0,1759.0,404.0,1404.0,385.0,3.6289,<1H OCEAN,195800.0
14442,-117.25,32.8,35.0,2281.0,506.0,1005.0,496.0,4.2296,NEAR OCEAN,275000.0
17528,-121.89,37.33,6.0,1495.0,552.0,1087.0,557.0,2.8798,<1H OCEAN,225000.0
441,-122.3,37.87,52.0,3123.0,749.0,1695.0,684.0,2.2208,NEAR BAY,144800.0
15121,-116.94,32.85,31.0,1293.0,232.0,599.0,228.0,4.7578,<1H OCEAN,161000.0
15763,-122.43,37.77,52.0,2514.0,729.0,1428.0,597.0,2.3977,NEAR BAY,412500.0
13986,-117.06,34.87,14.0,3348.0,619.0,1756.0,557.0,3.5987,INLAND,91400.0
2890,-118.98,35.39,29.0,607.0,177.0,476.0,143.0,1.1875,INLAND,50700.0
8586,-118.39,33.9,7.0,4314.0,725.0,1699.0,718.0,8.2037,<1H OCEAN,500001.0
15195,-116.99,33.01,11.0,1412.0,185.0,529.0,166.0,7.7517,<1H OCEAN,500001.0
4475,-118.17,34.08,39.0,787.0,181.0,731.0,179.0,3.2279,<1H OCEAN,158500.0
8277,-118.16,33.78,52.0,3248.0,853.0,1819.0,815.0,3.1739,NEAR OCEAN,222900.0
14183,-117.07,32.71,39.0,2754.0,652.0,2263.0,619.0,2.2454,NEAR OCEAN,89600.0
16288,-121.31,37.93,21.0,1556.0,314.0,1140.0,304.0,2.4667,INLAND,81400.0
10415,-117.58,33.65,4.0,1606.0,498.0,815.0,426.0,3.375,<1H OCEAN,500001.0
2623,-124.07,40.81,23.0,2103.0,411.0,1019.0,387.0,2.9911,NEAR OCEAN,119700.0
8534,-118.36,33.9,41.0,1355.0,349.0,655.0,329.0,2.9551,<1H OCEAN,205000.0
14678,-117.11,32.82,16.0,4241.0,892.0,1771.0,864.0,4.375,NEAR OCEAN,166500.0
11703,-117.97,33.88,16.0,2003.0,300.0,1172.0,318.0,6.0394,<1H OCEAN,321600.0
19982,-119.34,36.21,22.0,3065.0,726.0,2165.0,738.0,1.4792,INLAND,54400.0
7886,-118.04,33.88,17.0,4807.0,838.0,3059.0,853.0,5.7619,<1H OCEAN,297300.0
11432,-117.96,33.66,19.0,5925.0,744.0,2302.0,729.0,7.5699,<1H OCEAN,333300.0
6690,-118.08,34.14,52.0,1282.0,189.0,431.0,187.0,6.1159,INLAND,470800.0
7284,-118.24,33.98,37.0,1196.0,364.0,1622.0,327.0,2.125,<1H OCEAN,108900.0
3910,-118.53,34.2,26.0,2221.0,662.0,1998.0,603.0,2.8701,<1H OCEAN,191100.0
20573,-122.05,38.56,20.0,1005.0,168.0,457.0,157.0,5.678999999999999,INLAND,225000.0
13970,-116.85,34.26,19.0,5395.0,1220.0,981.0,366.0,2.6094,INLAND,92400.0
6290,-117.92,34.05,36.0,2241.0,419.0,1743.0,448.0,4.6587,<1H OCEAN,161900.0
11164,-118.0,33.82,18.0,2947.0,559.0,1820.0,551.0,4.5294,<1H OCEAN,224800.0
16933,-122.33,37.57,20.0,2126.0,643.0,1112.0,597.0,3.625,NEAR OCEAN,283300.0
1833,-122.3,37.91,39.0,2686.0,569.0,1159.0,559.0,2.9441,NEAR BAY,200400.0
6576,-118.19,34.22,32.0,10626.0,1504.0,4353.0,1482.0,9.8413,<1H OCEAN,500001.0
384,-122.16,37.74,44.0,1097.0,239.0,609.0,215.0,2.0227,NEAR BAY,103100.0
13275,-117.63,34.1,15.0,4799.0,1209.0,2554.0,1057.0,2.6582,INLAND,122800.0
6288,-117.9,34.05,33.0,629.0,76.0,253.0,75.0,7.6286,<1H OCEAN,330400.0
